Project,File,CommitHash,Diff,Decision,CommitMessage,Detection,Explanation
ant,1468.json,3d3b941aa7dd1e582d95c63df93ecd61423fa41d,"@@ -1,36 +1,13 @@
     private void processGetPreviousRevision( final String line )
     {
-        final String entryKey = m_date + m_author + m_comment;
-        if( line.startsWith( ""revision"" ) )
+        if( !line.startsWith( ""revision"" ) )
         {
-            m_previousRevision = line.substring( 9 );
-            m_status = GET_FILE;
+            throw new IllegalStateException( ""Unexpected line from CVS: "" + line );
+        }
+        m_previousRevision = line.substring( 9 );
 
-            CVSEntry entry;
-            if( !m_entries.containsKey( entryKey ) )
-            {
-                entry = new CVSEntry( parseDate( m_date ), m_author, m_comment );
-                m_entries.put( entryKey, entry );
-            }
-            else
-            {
-                entry = (CVSEntry)m_entries.get( entryKey );
-            }
-            entry.addFile( m_file, m_revision, m_previousRevision );
-        }
-        else if( line.startsWith( ""======"" ) )
-        {
-            m_status = GET_FILE;
-            CVSEntry entry;
-            if( !m_entries.containsKey( entryKey ) )
-            {
-                entry = new CVSEntry( parseDate( m_date ), m_author, m_comment );
-                m_entries.put( entryKey, entry );
-            }
-            else
-            {
-                entry = (CVSEntry)m_entries.get( entryKey );
-            }
-            entry.addFile( m_file, m_revision );
-        }
+        saveEntry();
+
+        m_revision = m_previousRevision;
+        m_status = GET_COMMENT;
     }",Buggy,"Fix bug where a log of a single file without other logs in between would only retrieve first change


git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272104 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"The commit message indicates a bug fix related to retrieving the first change of a single file log. The diff shows changes in the `processGetPreviousRevision` method.

The original code had two code paths, one for `revision` lines and another for lines starting with `======`. Both code paths contained nearly identical logic for creating or retrieving a `CVSEntry` and adding a file to it. The new code removes the `======` code path and throws an `IllegalStateException` if the line doesn't start with ""revision"". It then extracts the revision, calls a `saveEntry()` method (not shown in the diff), updates `m_revision`, and sets the status to `GET_COMMENT`.

The removal of the `======` code path and the introduction of the `IllegalStateException` suggest that the original code was incorrectly handling certain CVS output formats, leading to the bug described in the commit message. The modification ensures that only ""revision"" lines are processed, and an exception is thrown if the format is unexpected. This indicates a correction of a logical error. The commit message and the code changes are aligned.

**Buggy**"
ant,5442.json,7ee236d89f0e870cebb3ad9128de6b27689bea28,"@@ -1,116 +1,115 @@
     public void execute() throws BuildException {
         if (usedMatchingTask) {
             log(""DEPRECATED - Use of the implicit FileSet is deprecated.  ""
-                + ""Use a nested fileset element instead."");
+                + ""Use a nested fileset element instead."", quiet ? Project.MSG_VERBOSE : verbosity);
         }
 
         if (file == null && dir == null && filesets.size() == 0 && rcs == null) {
             throw new BuildException(""At least one of the file or dir ""
                                      + ""attributes, or a nested resource collection, ""
                                      + ""must be set."");
         }
 
         if (quiet && failonerror) {
             throw new BuildException(""quiet and failonerror cannot both be ""
                                      + ""set to true"", getLocation());
         }
 
         // delete the single file
         if (file != null) {
             if (file.exists()) {
                 if (file.isDirectory()) {
                     log(""Directory "" + file.getAbsolutePath()
                         + "" cannot be removed using the file attribute.  ""
-                        + ""Use dir instead."");
+                        + ""Use dir instead."", quiet ? Project.MSG_VERBOSE : verbosity);
                 } else {
                     log(""Deleting: "" + file.getAbsolutePath());
 
                     if (!delete(file)) {
                         handle(""Unable to delete file "" + file.getAbsolutePath());
                     }
                 }
             } else {
                 log(""Could not find file "" + file.getAbsolutePath()
-                    + "" to delete."",
-                    Project.MSG_VERBOSE);
+                    + "" to delete."", quiet ? Project.MSG_VERBOSE : verbosity);
             }
         }
 
         // delete the directory
         if (dir != null && dir.exists() && dir.isDirectory()
             && !usedMatchingTask) {
             /*
                If verbosity is MSG_VERBOSE, that mean we are doing
                regular logging (backwards as that sounds).  In that
                case, we want to print one message about deleting the
                top of the directory tree.  Otherwise, the removeDir
                method will handle messages for _all_ directories.
              */
             if (verbosity == Project.MSG_VERBOSE) {
                 log(""Deleting directory "" + dir.getAbsolutePath());
             }
             removeDir(dir);
         }
         Resources resourcesToDelete = new Resources();
         resourcesToDelete.setProject(getProject());
         Resources filesetDirs = new Resources();
         filesetDirs.setProject(getProject());
 
-        for (int i = 0; i < filesets.size(); i++) {
+        for (int i = 0, size = filesets.size(); i < size; i++) {
             FileSet fs = (FileSet) filesets.get(i);
             if (fs.getProject() == null) {
                 log(""Deleting fileset with no project specified;""
                     + "" assuming executing project"", Project.MSG_VERBOSE);
                 fs = (FileSet) fs.clone();
                 fs.setProject(getProject());
             }
             resourcesToDelete.add(fs);
             if (includeEmpty && fs.getDir().isDirectory()) {
               filesetDirs.add(new ReverseDirs(fs.getDir(),
                   fs.getDirectoryScanner().getIncludedDirectories()));
             }
         }
         if (usedMatchingTask && dir != null && dir.isDirectory()) {
             //add the files from the default fileset:
             FileSet implicit = getImplicitFileSet();
             resourcesToDelete.add(implicit);
             if (includeEmpty) {
               filesetDirs.add(new ReverseDirs(dir,
                   implicit.getDirectoryScanner().getIncludedDirectories()));
             }
         }
         resourcesToDelete.add(filesetDirs);
         if (rcs != null) {
             // sort first to files, then dirs
             Restrict exists = new Restrict();
             exists.add(EXISTS);
             exists.add(rcs);
             Sort s = new Sort();
             s.add(REVERSE_FILESYSTEM);
             s.add(exists);
             resourcesToDelete.add(s);
         }
         try {
             if (resourcesToDelete.isFilesystemOnly()) {
                 for (Iterator iter = resourcesToDelete.iterator(); iter.hasNext();) {
                     FileResource r = (FileResource) iter.next();
                     // nonexistent resources could only occur if we already
                     // deleted something from a fileset:
                     if (!r.isExists()) {
                         continue;
                     }
                     if (!(r.isDirectory()) || r.getFile().list().length == 0) {
                         log(""Deleting "" + r, verbosity);
                         if (!delete(r.getFile()) && failonerror) {
                             handle(""Unable to delete ""
                                 + (r.isDirectory() ? ""directory "" : ""file "") + r);
                         }
                     }
                 }
             } else {
                  handle(getTaskName() + "" handles only filesystem resources"");
             }
         } catch (Exception e) {
             handle(e);
         }
     }",Buggy,"fix bug#32738, implement quiet check for every message logged

git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@395510 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"The commit message ""fix bug#32738, implement quiet check for every message logged"" indicates a bug fix related to logging. The diff shows that several `log` statements have been modified to include a ternary operator `quiet ? Project.MSG_VERBOSE : verbosity`. This operator checks the `quiet` flag and adjusts the log level accordingly. This change ensures that logging verbosity is controlled by the `quiet` flag, which aligns with the commit message's intention to implement a quiet check for every message logged.

**Buggy**
"
ant,5446.json,7ee236d89f0e870cebb3ad9128de6b27689bea28,"@@ -1,22 +1,22 @@
     protected void removeDir(File d) {
         String[] list = d.list();
         if (list == null) {
             list = new String[0];
         }
         for (int i = 0; i < list.length; i++) {
             String s = list[i];
             File f = new File(d, s);
             if (f.isDirectory()) {
                 removeDir(f);
             } else {
-                log(""Deleting "" + f.getAbsolutePath(), verbosity);
+                log(""Deleting "" + f.getAbsolutePath(), quiet ? Project.MSG_VERBOSE : verbosity);
                 if (!delete(f)) {
                     handle(""Unable to delete file "" + f.getAbsolutePath());
                 }
             }
         }
         log(""Deleting directory "" + d.getAbsolutePath(), verbosity);
         if (!delete(d)) {
             handle(""Unable to delete directory "" + dir.getAbsolutePath());
         }
     }",Buggy,"fix bug#32738, implement quiet check for every message logged

git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@395510 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"The commit message ""fix bug#32738, implement quiet check for every message logged"" indicates a bug fix and the implementation of a quiet check for log messages.

The diff shows a change in the `removeDir` method. Specifically, the line `log(""Deleting "" + f.getAbsolutePath(), verbosity);` is changed to `log(""Deleting "" + f.getAbsolutePath(), quiet ? Project.MSG_VERBOSE : verbosity);`. This change introduces a conditional check using the `quiet` variable. If `quiet` is true, the log message is logged at `Project.MSG_VERBOSE` level; otherwise, it's logged at the original `verbosity` level. This aligns perfectly with the commit message's intention to implement a quiet check for every message logged. The original code always logged at the specified verbosity, potentially flooding the output. The modified code allows suppressing some of the log messages based on the `quiet` flag.

The commit message mentions bug#32738, which further suggests that this change is a bug fix.

Therefore, the changes indicate a bug fix.
**Buggy**"
ant,5444.json,7ee236d89f0e870cebb3ad9128de6b27689bea28,"@@ -1,7 +1,7 @@
     private void handle(Exception e) {
         if (failonerror) {
             throw (e instanceof BuildException)
                 ? (BuildException) e : new BuildException(e);
         }
-        log(e.getMessage(), quiet ? Project.MSG_VERBOSE : Project.MSG_WARN);
+        log(e.getMessage(), quiet ? Project.MSG_VERBOSE : verbosity);
     }",Buggy,"fix bug#32738, implement quiet check for every message logged

git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@395510 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"Okay, let's analyze the provided commit message and Git diff to determine if the changes indicate a bug fix.

**Commit Message Analysis:**

The commit message ""fix bug#32738, implement quiet check for every message logged"" explicitly states that the commit is intended to fix a bug (bug #32738) and implement a ""quiet check"" for every logged message. This strongly suggests that the changes are related to correcting incorrect behavior or adding a feature to control logging verbosity.

**Git Diff Analysis:**

The diff shows a modification within the `handle(Exception e)` method. Specifically, the line:

```java
log(e.getMessage(), quiet ? Project.MSG_VERBOSE : Project.MSG_WARN);
```

is changed to:

```java
log(e.getMessage(), quiet ? Project.MSG_VERBOSE : verbosity);
```

This change replaces the hardcoded `Project.MSG_WARN` with a variable named `verbosity`. The original code would always log exceptions at the `WARN` level unless the `quiet` flag was set, in which case it would log at the `VERBOSE` level. The modified code now uses the `verbosity` variable, which presumably allows for more flexible control over the logging level.

**Reasoning:**

1.  **Bug Fix Indication:** The commit message explicitly mentions fixing a bug.
2.  **Logging Control:** The code change directly affects how exceptions are logged. The original code had a fixed logging level (`WARN`) that was overridden by the `quiet` flag. The modified code introduces a `verbosity` variable, allowing for more granular control over the logging level.
3.  **Potential Bug:** The original code's behavior of always logging exceptions at the `WARN` level (unless `quiet` was enabled) might have been considered a bug. Perhaps users wanted to log exceptions at a different level (e.g., `ERROR` or `INFO`). The change addresses this by introducing the `verbosity` variable.
4.  **Alignment:** The commit message and the code change are aligned. The commit message mentions implementing a ""quiet check"" and the code change modifies the logging behavior based on the `quiet` flag and the `verbosity` variable.

**Conclusion:**

Based on the commit message and the code changes, it's highly likely that this commit addresses a bug related to logging verbosity. The original code's fixed logging level was probably considered incorrect or inflexible, and the change introduces a `verbosity` variable to provide more control.

**Buggy**
"
ant,1828.json,85f6ea3795fa8d4393723ec229e9168f8b824f28,"@@ -1,11 +1,22 @@
     public void execute() throws BuildException {
+        ScriptRunner runner = new ScriptRunner();
+        if (language != null) {
+            runner.setLanguage(language);
+        }
+        if (src != null) {
+            runner.setSrc(src);
+        }
+        if (text != null) {
+            runner.addText(text);
+        }
+        
         runner.addBeans(getProject().getProperties());
         runner.addBeans(getProject().getUserProperties());
         runner.addBeans(getProject().getTargets());
         runner.addBeans(getProject().getReferences());
 
         runner.addBean(""project"", getProject());
         runner.addBean(""self"", this);
 
         runner.executeScript(""<ANT>"");
     }",Buggy,"Fix for script memory retaining problem.
PR: 25394
Obtained from: Jose Alberto Fernandez /  Antoine Levy-Lambert


git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@275836 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"The commit message ""Fix for script memory retaining problem"" suggests a bug fix related to how scripts retain memory.

The diff shows changes within the `execute()` method. The code initializes a `ScriptRunner` and sets its properties like language, source, and text from the Ant task's attributes. It then adds various beans (project properties, user properties, targets, references, ""project"", and ""self"") to the `ScriptRunner`. Finally, it executes the script.

The original code was likely retaining memory because the `ScriptRunner` instance was not properly disposed of or cleared after execution. The provided diff doesn't show any explicit disposal or clearing of the `ScriptRunner` instance. However, the creation of a *new* `ScriptRunner` instance *within* the `execute()` method, instead of reusing a potentially long-lived instance, could address the memory retention issue. By creating a new `ScriptRunner` each time the task is executed, any memory held by the previous runner becomes eligible for garbage collection.

Therefore, the changes, while not explicitly showing memory management code, implicitly address the problem described in the commit message by ensuring a fresh `ScriptRunner` instance is used for each execution.

**Buggy**
"
lucene-solr,14918.json,8bd7e5c9d254c1d629a784e0b601885adea2f57b,"@@ -1,20 +1,3 @@
   public static SolrDocument convertLuceneDocToSolrDoc(Document doc, final IndexSchema schema) {
-    SolrDocument out = new SolrDocument();
-    for (IndexableField f : doc.getFields()) {
-      // Make sure multivalued fields are represented as lists
-      Object existing = out.get(f.name());
-      if (existing == null) {
-        SchemaField sf = schema.getFieldOrNull(f.name());
-        if (sf != null && sf.multiValued()) {
-          List<Object> vals = new ArrayList<>();
-          vals.add(f);
-          out.setField(f.name(), vals);
-        } else {
-          out.setField(f.name(), f);
-        }
-      } else {
-        out.addField(f.name(), f);
-      }
-    }
-    return out;
+    return convertLuceneDocToSolrDoc(doc,schema, new SolrReturnFields());
   }",Buggy,"SOLR-11891: DocStreamer now respects the ReturnFields when populating a SolrDocument
This is an optimization that reduces the number of unneccessary fields a ResponseWriter will see if documentCache is used

This commit also includes fixes for SOLR-12107 & SOLR-12108 -- two bugs that were previously dependent on the
un-optimized behavior of DocStreamer in order to function properly.

- SOLR-12107: Fixed a error in [child] transformer that could ocur if documentCache was not used
- SOLR-12108: Fixed the fallback behavior of [raw] and [xml] transformers when an incompatble 'wt' was specified,
  the field value was lost if documentCache was not used.
",Buggy,"Okay, let's analyze the provided commit message and Git diff.

**Commit Message Analysis:**

The commit message indicates several things:

1.  **Optimization:** The primary goal is to optimize `DocStreamer` by making it respect `ReturnFields`. This suggests a performance improvement by reducing unnecessary field processing.
2.  **Bug Fixes:** It explicitly mentions fixing three bugs: SOLR-11891, SOLR-12107, and SOLR-12108.
    *   SOLR-12107: A bug in the `[child]` transformer, potentially occurring when the document cache is disabled.
    *   SOLR-12108: A bug in the `[raw]` and `[xml]` transformers related to fallback behavior when an incompatible `wt` (writer type) is specified, leading to data loss if the document cache is disabled.
    *   SOLR-11891: DocStreamer now respects the ReturnFields when populating a SolrDocument

**Git Diff Analysis:**

The provided diff shows a change in the `convertLuceneDocToSolrDoc` method.  The original implementation iterated through all fields in the Lucene `Document` and added them to the `SolrDocument`. The modified version calls an overloaded version of the same method passing a new `SolrReturnFields()` object.

**Reasoning:**

The commit message clearly states that this commit includes bug fixes. The diff itself, while small, supports the idea of a bug fix related to how fields are handled when converting a Lucene `Document` to a `SolrDocument`. The change in `convertLuceneDocToSolrDoc` suggests that the original method was not respecting the `ReturnFields` parameter, which is now being addressed by passing a `SolrReturnFields` object to the overloaded method. This aligns with the description of SOLR-11891. The other bug fixes are not directly visible in the provided diff, but the commit message states that they are included in this commit.

**Conclusion:**

**Buggy**
"
lucene-solr,14569.json,8bd7e5c9d254c1d629a784e0b601885adea2f57b,"@@ -1,30 +1,31 @@
   public DocTransformer create(String display, SolrParams params, SolrQueryRequest req) {
     String field = params.get(""f"");
     if(Strings.isNullOrEmpty(field)) {
       field = display;
     }
     // When a 'wt' is specified in the transformer, only apply it to the same wt
     boolean apply = true;
     if(applyToWT!=null) {
       String qwt = req.getParams().get(CommonParams.WT);
       if(qwt==null) {
         QueryResponseWriter qw = req.getCore().getQueryResponseWriter(req);
         QueryResponseWriter dw = req.getCore().getQueryResponseWriter(applyToWT);
         if(qw!=dw) {
           apply = false;
         }
       }
       else {
         apply = applyToWT.equals(qwt);
       }
     }
 
     if(apply) {
       return new RawTransformer( field, display );
     }
     
-    if(field.equals(display)) {
-      return null; // nothing
+    if (field.equals(display)) {
+      // we have to ensure the field is returned
+      return new NoopFieldTransformer(field);
     }
     return new RenameFieldTransformer( field, display, false );
   }",Buggy,"SOLR-11891: DocStreamer now respects the ReturnFields when populating a SolrDocument
This is an optimization that reduces the number of unneccessary fields a ResponseWriter will see if documentCache is used

This commit also includes fixes for SOLR-12107 & SOLR-12108 -- two bugs that were previously dependent on the
un-optimized behavior of DocStreamer in order to function properly.

- SOLR-12107: Fixed a error in [child] transformer that could ocur if documentCache was not used
- SOLR-12108: Fixed the fallback behavior of [raw] and [xml] transformers when an incompatble 'wt' was specified,
  the field value was lost if documentCache was not used.
",Buggy,"The commit message indicates a bug fix related to the `[raw]` and `[xml]` transformers. Specifically, it mentions that the fallback behavior of these transformers was broken when an incompatible `wt` (writer type) was specified and the document cache was not used, leading to the loss of the field value (SOLR-12108).

The code diff shows a change in the `create` method of a `DocTransformer` class. The original code had a condition `if(field.equals(display)) { return null; }`. The modified code replaces this with `if (field.equals(display)) { return new NoopFieldTransformer(field); }`. This change ensures that the field is returned even when `field` and `display` are equal. This aligns with the bug fix described in the commit message, as it prevents the field value from being lost in certain scenarios.

Therefore, the changes in the code diff indicate a bug fix.

**Buggy**
"
lucene-solr,17639.json,9548481c8c301740067229d09af5db0f06dccb94,"@@ -1,32 +1,35 @@
-  private Map<String, Object> monitorZookeeper(String zkHostPort) throws SolrException {
+  protected Map<String, Object> monitorZookeeper(String zkHostPort) throws SolrException {
     Map<String, Object> obj = new HashMap<>();
     List<String> errors = new ArrayList<>();
     obj.put(""host"", zkHostPort);
     List<String> lines = getZkRawResponse(zkHostPort, ""ruok"");
+    validateZkRawResponse(lines, zkHostPort,""ruok"");
     boolean ok = ""imok"".equals(lines.get(0));
     obj.put(""ok"", ok);
     lines = getZkRawResponse(zkHostPort, ""mntr"");
+    validateZkRawResponse(lines, zkHostPort,""mntr"");
     for (String line : lines) {
       String[] parts = line.split(""\t"");
       if (parts.length >= 2) {
         obj.put(parts[0], parts[1]);
       } else {
-        String err = String.format(""Unexpected line in 'mntr' response from Zookeeper %s: %s"", zkHostPort, line);
+        String err = String.format(Locale.ENGLISH, ""Unexpected line in 'mntr' response from Zookeeper %s: %s"", zkHostPort, line);
         log.warn(err);
         errors.add(err);
       }
     }
     lines = getZkRawResponse(zkHostPort, ""conf"");
+    validateZkRawResponse(lines, zkHostPort,""conf"");
     for (String line : lines) {
       String[] parts = line.split(""="");
       if (parts.length >= 2) {
         obj.put(parts[0], parts[1]);
       } else if (!line.startsWith(""membership:"")) {
-        String err = String.format(""Unexpected line in 'conf' response from Zookeeper %s: %s"", zkHostPort, line);
+        String err = String.format(Locale.ENGLISH, ""Unexpected line in 'conf' response from Zookeeper %s: %s"", zkHostPort, line);
         log.warn(err);
         errors.add(err);
       }
     }
     obj.put(""errors"", errors);
     return obj;
   }",NotBuggy,"Fix precommit
Remove errors from each host detail map
Display secureClientPort and server.1, server.2, server.3...
Added test for various failure responses and expected result from multiple nodes
",Buggy,"The commit message indicates several changes: fixing precommit issues, removing errors from each host detail map, displaying `secureClientPort` and server details, and adding a test for failure responses.

The code diff shows the addition of `validateZkRawResponse` calls after each `getZkRawResponse` call. It also includes changes to the error message formatting using `Locale.ENGLISH`. The error messages are added to the `errors` list, which is then added to the `obj` map.

The addition of `validateZkRawResponse` suggests a fix to handle potentially invalid or unexpected responses from Zookeeper. The error handling is improved by logging warnings and adding errors to a list. The `Locale.ENGLISH` change suggests a fix related to localization or formatting issues.

Based on the changes, it appears that the commit addresses potential issues with Zookeeper response handling and error reporting. Therefore, the changes indicate a bug fix.

**Buggy**"
lucene-solr,38367.json,0a70e721ce98b3c4ae10aadf9edcb312d4f57da4,"@@ -1,92 +1,103 @@
     private void initIter(Shape filter) {
       cellNumber = -1;
-      if (filter instanceof LevelledValue && ((LevelledValue)filter).getLevel() == 0)
+      if (filter instanceof LevelledValue && ((LevelledValue) filter).getLevel() == 0)
         filter = null;//world means everything -- no filter
       iterFilter = filter;
 
-      NRCell parent = getLVAtLevel(getLevel()-1);
+      NRCell parent = getLVAtLevel(getLevel() - 1);
 
       // Initialize iter* members.
 
       //no filter means all subcells
       if (filter == null) {
         iterFirstCellNumber = 0;
         iterFirstIsIntersects = false;
         iterLastCellNumber = getNumSubCells(parent) - 1;
         iterLastIsIntersects = false;
         return;
       }
 
       final LevelledValue minLV;
       final LevelledValue maxLV;
+      final int lastLevelInCommon;//between minLV & maxLV
       if (filter instanceof NRShape) {
         NRShape nrShape = (NRShape) iterFilter;
         minLV = nrShape.getMinLV();
         maxLV = nrShape.getMaxLV();
+        lastLevelInCommon = nrShape.getLastLevelInCommon();
       } else {
-        minLV = (LevelledValue)iterFilter;
+        minLV = (LevelledValue) iterFilter;
         maxLV = minLV;
+        lastLevelInCommon = minLV.getLevel();
       }
 
-      //fast path check when using same filter
-      if (iterFilter == parent.iterFilter) {
+      //fast path optimization that is usually true, but never first level
+      if (iterFilter == parent.iterFilter &&
+          (getLevel() <= lastLevelInCommon || parent.iterFirstCellNumber != parent.iterLastCellNumber)) {
+        //TODO benchmark if this optimization pays off. We avoid two comparePrefixLV calls.
         if (parent.iterFirstIsIntersects && parent.cellNumber == parent.iterFirstCellNumber
             && minLV.getLevel() >= getLevel()) {
           iterFirstCellNumber = minLV.getValAtLevel(getLevel());
           iterFirstIsIntersects = (minLV.getLevel() > getLevel());
         } else {
           iterFirstCellNumber = 0;
           iterFirstIsIntersects = false;
         }
         if (parent.iterLastIsIntersects && parent.cellNumber == parent.iterLastCellNumber
             && maxLV.getLevel() >= getLevel()) {
           iterLastCellNumber = maxLV.getValAtLevel(getLevel());
           iterLastIsIntersects = (maxLV.getLevel() > getLevel());
         } else {
           iterLastCellNumber = getNumSubCells(parent) - 1;
           iterLastIsIntersects = false;
         }
         if (iterFirstCellNumber == iterLastCellNumber) {
           if (iterLastIsIntersects)
             iterFirstIsIntersects = true;
           else if (iterFirstIsIntersects)
             iterLastIsIntersects = true;
         }
         return;
       }
 
-      //uncommon to get here, except for level 1 which always happens
+      //not common to get here, except for level 1 which always happens
 
       int startCmp = comparePrefixLV(minLV, parent);
       if (startCmp > 0) {//start comes after this cell
         iterFirstCellNumber = 0;
         iterFirstIsIntersects = false;
         iterLastCellNumber = -1;//so ends early (no cells)
         iterLastIsIntersects = false;
         return;
       }
       int endCmp = comparePrefixLV(maxLV, parent);//compare to end cell
       if (endCmp < 0) {//end comes before this cell
         iterFirstCellNumber = 0;
         iterFirstIsIntersects = false;
         iterLastCellNumber = -1;//so ends early (no cells)
         iterLastIsIntersects = false;
         return;
       }
       if (startCmp < 0 || minLV.getLevel() < getLevel()) {
         //start comes before...
         iterFirstCellNumber = 0;
         iterFirstIsIntersects = false;
       } else {
         iterFirstCellNumber = minLV.getValAtLevel(getLevel());
         iterFirstIsIntersects = (minLV.getLevel() > getLevel());
       }
       if (endCmp > 0 || maxLV.getLevel() < getLevel()) {
         //end comes after...
         iterLastCellNumber = getNumSubCells(parent) - 1;
         iterLastIsIntersects = false;
       } else {
         iterLastCellNumber = maxLV.getValAtLevel(getLevel());
         iterLastIsIntersects = (maxLV.getLevel() > getLevel());
       }
+      if (iterFirstCellNumber == iterLastCellNumber) {
+        if (iterLastIsIntersects)
+          iterFirstIsIntersects = true;
+        else if (iterFirstIsIntersects)
+          iterLastIsIntersects = true;
+      }
     }",Buggy,"LUCENE-5648: (NumberRangePrefixTree) Bug-fix in initIter optimization. Re-index required.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1602857 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"The commit message ""LUCENE-5648: (NumberRangePrefixTree) Bug-fix in initIter optimization. Re-index required."" indicates a bug fix in the `initIter` method of the `NumberRangePrefixTree` class. The message also states that re-indexing is required, which is a strong indicator that the fix involves a change in how data is indexed or queried, likely due to a previous indexing error.

The code diff focuses on the `initIter` method, which appears to be responsible for initializing an iterator over cells within a spatial index, potentially for filtering or searching. The changes include:

1.  **Addition of `lastLevelInCommon`:** A new variable `lastLevelInCommon` is introduced and used when the filter is an `NRShape`. This variable seems to represent the last level shared between the minimum and maximum LevelledValues.
2.  **Modified Fast Path Optimization:** The condition for the fast path optimization is changed. It now includes a check `getLevel() <= lastLevelInCommon || parent.iterFirstCellNumber != parent.iterLastCellNumber`. This suggests that the previous fast path logic was flawed and didn't correctly handle cases where the level was beyond `lastLevelInCommon` or when the parent cell represented a range of subcells.
3.  **Duplicated Logic:** The code block that handles the case where `iterFirstCellNumber == iterLastCellNumber` is duplicated. This block sets `iterFirstIsIntersects` or `iterLastIsIntersects` to true based on the other's value. This duplication suggests that the logic was either missing from the original code or was incorrectly placed.

The changes to the fast path optimization, especially the addition of `lastLevelInCommon` and the level check, strongly suggest a bug fix. The original optimization likely led to incorrect iterator initialization under certain conditions, potentially causing incorrect search results or exceptions. The duplicated logic further supports the idea of a correction to the iterator initialization process.

**Buggy**
"
lucene-solr,11525.json,1b3b9294cc99985db88c2ef9074f05e802c6b55b,"@@ -1,8 +1,8 @@
   public void collect(int doc) throws IOException {
     delegate.collect(doc);
-    lastDocId = doc;    
     numCollected++;  
-    if(numCollected==maxDocsToCollect) {
-      throw new EarlyTerminatingCollectorException(numCollected, lastDocId);
+    if(maxDocsToCollect <= numCollected) {
+      throw new EarlyTerminatingCollectorException
+        (numCollected, prevReaderCumulativeSize + (doc + 1));
     }
   }",Buggy,"SOLR-5122: Fixed bug in spellcheck.collateMaxCollectDocs.  Eliminates risk of divide by zero, and makes estimated hit counts meaningful in non-optimized indexes.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1514402 13f79535-47bb-0310-9956-ffa450edef68
",Buggy,"Okay, let's analyze the provided commit message and Git diff to determine if the changes indicate a bug fix.

**Commit Message Analysis:**

The commit message ""SOLR-5122: Fixed bug in spellcheck.collateMaxCollectDocs. Eliminates risk of divide by zero, and makes estimated hit counts meaningful in non-optimized indexes."" explicitly states that a bug has been fixed. The message mentions a ""divide by zero"" risk and improvements to hit count estimation, suggesting numerical or logical errors in the original code.

**Git Diff Analysis:**

The diff shows a modification within the `collect` method of a collector class. Let's break down the changes:

-   **Original Code:**

    ```java
    if(numCollected==maxDocsToCollect) {
      throw new EarlyTerminatingCollectorException(numCollected, lastDocId);
    }
    ```

-   **Modified Code:**

    ```java
    if(maxDocsToCollect <= numCollected) {
      throw new EarlyTerminatingCollectorException
        (numCollected, prevReaderCumulativeSize + (doc + 1));
    }
    ```

Key observations:

1.  **Condition Change:** The condition `numCollected==maxDocsToCollect` has been changed to `maxDocsToCollect <= numCollected`. This change is subtle but significant. The original code only triggered the exception when `numCollected` was *exactly* equal to `maxDocsToCollect`. The modified code triggers the exception when `numCollected` is greater than or equal to `maxDocsToCollect`. This suggests a potential off-by-one error in the original implementation. If `numCollected` ever exceeded `maxDocsToCollect` (due to some unforeseen circumstance), the original code would *not* have thrown the exception, potentially leading to incorrect behavior.

2.  **`EarlyTerminatingCollectorException` Argument:** The second argument to the `EarlyTerminatingCollectorException` constructor has changed from `lastDocId` to `prevReaderCumulativeSize + (doc + 1)`. The commit message mentioned ""makes estimated hit counts meaningful in non-optimized indexes"". This change in the exception's argument strongly suggests that the `lastDocId` was not providing a meaningful hit count estimate in all cases (specifically, non-optimized indexes), and the new expression is intended to correct this.

**Reasoning:**

The commit message explicitly states a bug fix related to ""divide by zero"" and ""meaningful hit counts"". While the diff doesn't directly show a division operation, the change in the exception's argument, coupled with the commit message, strongly suggests that the original `lastDocId` was leading to inaccurate or potentially zero hit count estimates in some scenarios. The change to `prevReaderCumulativeSize + (doc + 1)` likely provides a more robust and accurate estimate, especially in non-optimized indexes. The condition change from `==` to `<=` also indicates a correction to ensure the early termination logic works as intended, even if `numCollected` slightly exceeds `maxDocsToCollect`.

**Conclusion:**

The commit message and the code modifications align to indicate a bug fix related to hit count estimation and potential off-by-one errors. Therefore, the changes indicate a bug fix.

**Buggy**
"
